SN,Text ID,Text,SEN,HAO,POL,PGS,FT,EYE,HBF,FR,EMP,BF,SW,DO
579,3bbaddafd61348d5,ANS पनि परेछ खुसी लाग्यो मलाई दिउसै ठग्न खोजेको थियो तर सकेन,2,0,1,1,0,0,0,0,0,0,0,1
580,a143c77614c4413f,खुसी राम्रो,2,0,0,0,0,0,0,0,0,0,1,1
581,9c4028f67839495f,धेरै राम्राे काम सर,2,0,1,1,0,0,0,0,0,0,0,1
582,f89a7e191bad4e2b,सहि गरेकोमा धन्यावाद,2,0,0,0,0,0,0,0,0,0,0,1
583,d4eea0dafe9b45b5,मा पदमा मेनपावर लाई पनि निलम्बन गर्नु पर्यो सर,2,0,1,1,0,1,0,0,0,0,0,1
584,b4e485e351e04dda,यो भण्डारी मेनपावर पनि बन्द ठिक भो,0,1,0,1,0,1,0,0,0,0,0,0
585,1621b526e9a34744,सर तपाईले पनि जापानमा पठाउनु हन्छ,0,0,0,0,0,1,0,0,0,0,0,1
586,98c1924f73ec41b0,good आगो लगाइदिनु पर्छ चोर लाइ,1,1,1,1,0,1,0,0,0,0,0,1
587,97ac76b315cc4e9c,येस्तो मेनपावर हरु लाई काडा कारबाही गर्नु पर्छ,0,1,1,1,0,1,0,0,0,0,0,0
588,d4c1cb32c96f4885,राम्राे प्रस्तुति हजुरकाे भिडियाे फुल वाच कमेन्ट लाइक गरेकाे छु हजुरले नि गर्नुहाेला हामी दुबै जनाकाे आईडि राम्राे हुन्छ,2,0,0,0,0,0,0,0,1,0,0,1
589,24703a5d90ce489a,यो grand sweet मेनपावर त चोर हो छोड्नु हुदैन सर,1,0,1,0,0,1,0,0,0,0,0,0
590,2a620a0a1e5343fc,टोकिएको सरकारि लागत भन्दा बढि पैसा ठग्ने दलालहरुको पनि छानबिन हुन जरुरि छ ठगिएका सोझा नेपालिहरुको क्षतिपूर्ति को ब्यबस्था हुनुपर्दछ,1,1,1,0,0,1,0,0,0,0,0,0
591,3612df581e274c9e,निलम्बन गरेर के भो र तिनिहरु कै अरु वटा छन्,1,0,0,0,0,1,0,0,0,0,0,0
592,2299d6bc47cc42a4,खोजि खोजि निलम्बन गर्नु पर्छ यस्ता दलाल हरुलाई जनतालाई दुख दिन कसैको अधिकार छैन काम गर्न सक्दैन त दुख किन दिनु दलालि चोरहरु,0,0,0,0,0,1,0,0,0,0,0,0
593,a0a0ce42c3364e72,याे मेनपावरलाइ गाेलि हान्दा अति रामाे् हुन्छ,1,0,1,1,0,1,0,0,0,0,0,0
594,8a74e7feaa6e41fa,स्वदेशमा रोजगारको अवसर छैन विदेश जाने नेपालीलाई लुट्ने मेनपावर कम छैन गर्ने चाइ के,0,0,0,0,0,1,0,0,0,0,0,1
595,de47d0fedb04416b,आज निलम्बन गर्छौ बाेलि छाेड्दिन्छाै हुने वाल केही छैन,1,0,1,1,0,1,0,0,0,0,0,0
596,305328c52a0a4939,जापान भन्दा पनि यो मलेसिया पठाउने मेनपावर एजेन्डा हरुलै निलम्बन गरेउसदेखि लाख सम्म दिएर आका छ्न हाम्रा नेपालि दाजु भाइ हरु जम्मा सय बेसिक मा,1,0,0,0,0,1,0,0,0,0,0,0
597,d2bb5c85595344fd,चोर मेनपावरहरु लाई चिनु राखौं,1,1,1,1,0,1,0,0,0,0,0,1
598,f3999c7d93e04b63,कुनै पनि बिदेश पढ्न जाने बिधार्थि को डकुमेन्ट सहि छैन,1,1,1,1,0,1,0,0,0,0,0,0
599,2ab5e7e392944e75,भिभाग नै मिलेको हुन्छ येस्ता चोर हरु सङ्ग पीडित हरुको पैसा फिर्ता गर्न लगाउन सकिन्छ भिभाग ले,1,1,1,0,0,1,0,0,0,0,0,0
600,3014f5d752e74994,जति निलम्बन गरे पनि फेरि खोलि हाल्छ तेहि मान्छे अर्को नाममा,1,1,1,1,0,1,0,0,0,0,0,0
601,43edb488a53741c3,भोलि लाख तिरेर छुटेर फेरि नक्कली कागज वनाएर जापान पठाएर करोड कमाउछन के राम्रो भन्नु र,0,1,1,0,0,1,0,0,0,0,0,0
602,9007bfe8b95840bd,धेरै राम्रो काम भएछ धन्यवाद सरकार यस्तो ठग हरुलाइ हदैसम्मको कर्बाही होस,2,0,1,1,0,1,0,0,0,0,1,0
603,447abd0b6b12432c,धेरै राम्रो कुरा जनतालाई दुःख दिइरहेको चाेरुहरु यिनिहरुलाई कडाकारभाई हाेस,2,0,1,1,0,1,0,0,0,0,0,0
604,68f14275c5fe48be,कुन चै नेताले हो खै त्यो त थाहा भयन अब जुन देश गए पनि एक महिनाको तलब बराबर मात्रै शुल्क लिन पाउने भनेर सुनेको थिए कहिले देखि लागु हाेला सर,0,0,1,1,0,1,0,0,0,0,0,0
605,8fbced2d67584560,सबै मेनपावर हरु ठग दलाल र मानव तस्करी गर्ने हरु हुन सरकार को दम भए सबै लाई निल्मबन गर्नु पर्छ,1,1,0,0,0,1,0,0,0,0,0,1
606,58e8477b4d0a4d95,मेनपावर झोलेको हुन्छ अर्को तु दर्ता गरिदिन्छ मान्छे हो नेपाली पनि तर बाध्यसी मेनपावर मालिक हुन पहिला झोले दर्ता हुनुपर्छ,1,1,1,1,0,1,0,0,0,0,0,0
607,6c20f5c15ef84fee,मेनपावरले पैसा फाल्छ बिभागको कर्मचारी कुकुर जस्तै पुच्छर हल्लाएर फुकुवा गरिदिन्छ,1,1,0,0,0,1,0,0,0,0,0,0
608,52d1bc367dbd47cb,यस्ता म्यानपावर हजारौ छन ओटा मात्र होईन,1,1,1,0,0,0,0,0,0,0,0,0
609,7ef2164d130b4422,यस्ता चोर काम गर्ने लाई त खारेज गराउनु पर्छ,0,1,1,0,0,1,0,0,0,0,0,0
610,d5f35503dc7f422e,किन सत्य बोल्नु भको,0,0,0,0,0,0,0,0,0,0,0,1
611,62ac4f86da3e4cdc,अति pain भयो,1,1,0,0,0,0,0,0,0,0,0,1
612,689fbfd0f52047db,मेन डाकाको सरदार त्यही हो सर,0,1,1,0,0,1,0,0,0,0,0,0
613,4a066e2eb0f1411a,म बर्स देखि अरब मा छु मैले अहिले सम्म काम गरेर कमाएको पैसा नेपाल का काङ्ग्रेस ए मा ले मावोबादी नाम का चुतिया हरे खाइ दे,0,0,0,0,0,1,0,0,0,0,0,1
614,ae9d2a4f2ad3444d,कसरी खाए होला सर बिचार गर्नुस त,0,1,1,1,0,1,0,0,0,0,0,0
615,3b06d2df058d4613,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,1,0,0,0,0
616,05a82f93d3194d37,प्रचण्डेले एकपछिअर्को गर्दै आफ्नो पोलहरु खुलेको देखेर उसको मन विचलित भएको देखिन्छ,1,1,1,1,0,0,0,0,0,0,0,0
617,193481906afa40ff,नेपाल आमाको सच्चा छोरी,2,0,1,1,0,0,0,0,0,0,0,0
618,edd93e480ac04684,साच्चिकै सत्य र थथार्थ कुरा हो नेताहरू कहिले सुध्रिने खै,2,1,1,1,0,0,0,0,0,0,0,0
619,4f698ed73eb647b2,अतिनै वास्तविक कुरा,2,0,0,0,0,0,0,0,0,0,0,1
620,2c0468ad6a7c42aa,सलुट आमा सत्य बोल्नु भयो,2,0,0,0,0,0,0,1,0,0,0,0
621,55024955cdb2498a,मलाई नि हराउन मन छ यो रहर होइन,1,1,1,1,0,1,0,0,0,0,0,0
622,19bd08f3c0604b10,भ्रष्ट नेताले आफ्नो भुँडी भर्न का लागि मात्रै हो,1,1,1,1,0,1,0,0,0,0,0,0
623,2149ef5b6e8a4915,एक्दम सहि भन्नू भयो म्याम्,2,0,0,0,0,0,0,1,0,0,0,1
624,78e58f1b9e914217,इनिहरु लाई एक एक चम्चा गु खाउनु पर्छ अनि दिमाग आउँछ कि आमा,0,1,1,1,0,0,0,1,0,0,0,1
625,7c7ef051d3754658,हजुरको कुरा एकदम सहि हो,2,0,0,0,0,0,0,0,0,0,0,1
626,a1ffb3d5e7fe4648,आहा आमाले कति राम्रो कुरा गनु भएको हो भएको पनि त्यही छ,2,0,0,0,0,0,0,0,0,0,0,1
627,ca0a5426f21040ab,यती सारो नभन्नूनीहौ बिचरा प्रधानमंत्री ज्यु को ढाडमा काउछो परेको जस्तो अप्ठ्यारो भै सक्यो यार मायापो लाग्यो,1,1,1,1,0,0,0,0,0,0,0,1
628,6e073cde156a4b0c,Sahi भन्नु भो,2,0,0,0,0,0,0,0,0,0,0,1
629,450c88146e7a4dee,प्रचण्ड र बाख्रो लाई चही मनमा लागेछ,1,1,1,1,0,0,0,0,0,0,0,0
630,8f2c3d68caa04ebd,प्रचन्डेले अख तरेको,1,1,1,1,0,0,0,0,0,0,0,0
631,13884789c7914c33,कुन खाडीमा छ हजुरको छोरो अस्ट्रेलिया अमेरीका क्यानडा,1,1,1,1,0,0,0,0,0,0,0,1
632,719ea6f662524f54,सत्य कुरा बोल्नु भएको छ सुशीला दिदी ले,2,0,1,0,0,0,0,0,0,0,0,1
633,701a4d03f3cd4c2a,कमिसन जति रुद्राक्ष को माला लगाउने र कालो टोपी चस्मा लगाउनेले खान्छन,1,1,1,1,0,1,0,0,0,0,0,1
634,0a399afe970b440e,यो देश को नाङ्गो नाच नाच्ने नेता हरु ले खाएको छन्,1,0,1,1,0,1,0,0,0,0,0,0
635,1b1efc3aa5a84e1e,सहि कुरो होनि,2,0,0,0,0,0,0,0,0,0,0,1
636,482eb206c1b94a58,प्रधान न्यायाधिस बनेर केगर्नु भो काम गर्नु परदेन,0,1,1,1,0,0,0,0,0,0,0,1
637,bc2ee71c98954c76,सही कुरा बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,0,1
638,650f1ab71aea4a81,सत्य बोल्नु भयोआमाले,2,0,0,0,0,0,0,0,0,0,0,1
639,f50e7b537e4046f4,सहि हो,2,0,0,0,0,0,0,0,0,0,0,1
640,015f761df3754f6e,सहि कुरा,2,0,0,0,0,0,0,0,0,0,0,1
641,e54dcb9844e24e7b,आहा कतिमिठाे सलाम छ आमा,2,0,0,0,0,0,0,0,0,0,0,1
642,a7b668f9fe674515,विचरा भन्ने ठाउँमा पुगेर काम नगर्ने,1,0,1,1,0,0,0,0,0,0,0,1
643,a59c4414f47f4457,प्रचडेको होस उडेके हो किन छटपटेकोहो,1,1,1,1,0,0,0,0,0,0,0,1
644,7fc92563089a482c,सत्य कुरा बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,0,1
645,a022b7a30c2e477d,तिन दले चोर नेता र तिनका भँडुवा कार्याकर्ता हरु को होस तब सम्म खुल्दैन जब सम्म यि गद्दार हरुको टाउको मा लाठो ले ठोकीदैन,1,1,1,1,0,1,0,0,0,0,0,0
646,750ef0cee2a24020,एकदमै ठिक कुरा गर्नु भयो हजुरले,2,0,0,0,0,0,0,0,0,0,0,1
647,b8a380ee8c1e492b,किन सत्य बोल्नु भयो,2,0,1,0,0,0,0,0,0,0,0,1
648,e6fa52a0032240e4,आमा सहि बोल्नु भयो तर्के गर्नु,2,0,1,1,0,0,0,0,0,0,0,1
649,411d7eac30da4976,सई भनु भवो हजुर,2,0,0,0,0,0,0,0,0,0,0,1
650,d005f267fb364877,नेपालि समाज सबैभन्दा बिकसित त राम्रो समाज हाे,2,1,1,1,0,1,0,0,0,0,0,0
651,546ec089b0db4210,सबै प्रचण्ड र सेरे केपी सबैले लुटेर खान्छन,1,1,1,1,0,1,0,0,0,0,0,1
652,f1bbb8c609474a35,आमाकाे भनाई सहि हाे,2,0,0,0,0,0,0,0,0,0,0,1
653,258471d2715b4640,गर्ने वातावरण हुनु पर्यो नि हजुर,0,0,1,1,0,0,0,0,0,0,0,1
654,1a31928ac70e4fff,सत्य ता न भनुस आमा तेयो ता हामी पर्देसी लाई मात्र थाहा छ हाम्रो सरकार ले कहाँ सुनछ र,1,0,1,0,0,0,0,0,0,0,0,1
655,9c578f4deb184414,सतिले सरापेको देशमा सत्य बोल्नु ठूलो पाप हो महोदय ज्यु,1,1,1,1,0,1,0,0,0,0,0,1
656,b1fac072a489499c,नेपाल आमा को सच्चा छोरी लाई सलुट छ You are right,2,0,0,0,0,0,0,0,0,0,0,1
657,cc49d9feb6cb43ca,कमिसन खान्छ नेपालको नेता कुकुरले,1,1,1,1,0,0,0,0,0,0,0,1
658,93e1c98a0f5e4d94,प्रचण्ड सरकारले,0,1,1,1,0,0,0,0,0,0,0,1
659,5c4e2beb51b34f35,सलाम छ आमा तपाई लाई,2,0,0,0,0,0,0,0,0,0,0,1
660,2df5218ce3544b1e,सलुट सत्य बोल्नु भयो,2,0,0,0,0,0,0,0,0,0,0,1
661,377c1eb97ae14cf7,पुर्व प्रधान न्यायाधीश लाई धेरै धेरै धन्यबाद,2,0,1,1,0,0,0,0,0,0,0,1
662,38ea9cdbe81d45f8,हो सॅाच्चै नै मैले नेपाल छोडेको दिन देखि नमस्कार गरेको छैन कसलाई गर्ने यो बिरानो ठाउॅमा,1,1,1,1,0,1,0,0,0,0,0,1
663,1e15cbd81e864097,लाज पचेको प्रचण्ड चोर,1,1,1,1,0,0,0,0,0,0,0,1
664,f2c93c014cb443a2,अैन चईन सबै उनीहरुकै त भयोनी,1,1,1,1,0,1,0,0,0,0,0,0
665,a8f558b1fed54439,मृत्यु दन्ड नै हो,0,0,1,1,0,0,0,0,0,0,0,0
666,a470a347c7a440c4,यस्तै बुझ्ने सबै भए पाे देश बन्छ त,2,0,1,0,0,0,0,0,0,0,0,0
667,a2cfcc14b4f2490b,यकदमै सहि भन्नु भयो इ नालायक लाइ,2,0,1,0,0,0,0,0,0,0,0,1
668,4aa74594d58d4b24,बहुत मन छोयो,2,0,1,1,0,0,0,0,0,0,0,1
669,127944e84d7640b2,एकदम ठिक भन्नुभयो,2,0,0,0,0,0,0,0,0,0,0,1
670,a921f3d3e2d9457c,गगन थापा पनि माला लगाएर बाबा बन्ने भएछन,2,1,1,1,0,1,0,0,0,0,0,1
671,5063b9b572a848e3,सहि हो हजुर,2,0,1,1,0,0,0,0,0,0,1,0
672,993a885c7af543b4,सत्री लुकाय र बोल्दा हुन्छ नि,0,0,1,1,0,0,0,0,0,0,0,0
673,a84502632f4b49c1,देशको शत्रु भनेको राजनितिक डॉकाहरु नै हुन जस्लाई राजनितिक कार्यकर्ता र जनताहरु ले देवता सरह मान्दै आऊनु मुर्खता हो यि नेताहरु डॉकाहरु हुन,0,1,1,1,0,1,0,0,0,0,0,0
674,2fd85a4794d54616,यो कुरा सुनेर अती खुशी लाग्यो,2,0,0,0,0,0,0,0,0,0,0,1
675,4aedc6de3f1645fd,सही भन्नुभयो,2,0,1,0,0,0,0,0,0,0,0,1
676,c8112941dc3f44e7,एक दमै सहि कुरा हो,2,0,1,1,0,0,0,0,0,0,0,1
677,2c1a6ca8dadf4ae5,चित बुज्ने कुरा गर्नु भयो आमा,2,0,1,1,0,0,0,0,0,0,0,1
678,a0fc0ff89ef149b1,हो श्रीमान,2,0,0,0,0,0,0,0,0,0,1,0
679,12f40681dcd14f05,सहि बोल्नु हजुर,2,0,0,1,0,0,0,0,0,0,1,0
680,7e97c8bf6d804e37,एउटा मोबाइल ल्याउदा पनि लुट्छन अझै,1,0,1,1,0,0,0,0,0,0,0,0
681,f1df8f26ccba4088,अब सुसिला जि लाइनै न्यायधिस वनाउनु पर्छ फेरि पनि,2,0,1,1,0,0,0,0,0,0,0,0
682,2051a1ea43194fe6,नेपाल नेता कै लागि मात्र भयो त जहिले अनि के गर्नु त परिवार सङ बस्ने रहर हामि लाइ नभयको होइन नि,0,1,1,1,0,1,0,0,0,0,0,0
683,96c2874a9aae411b,सलुट आमा सत्य बोल्नु भयो,2,0,1,0,0,0,0,0,0,0,1,0
684,0707cd87b0894ae9,सलुट आमा सत्य बोल्नु भयो,2,0,1,0,0,0,0,0,0,0,0,1
685,ca9f48425a024ccc,सहि कुरा,2,0,0,0,0,0,0,0,0,0,0,1
686,3310475dddb4419d,सलाम छ हजुर लाई चित बुझदो,2,0,0,1,0,0,0,0,0,0,0,1
687,62c5e802090343d5,को चुनावमा पार्टी मा हैन कुशल स्वतन्त्र मा,2,0,1,1,0,1,0,0,0,0,0,1
688,59d5a20e3ad74519,नेताहरुकाे अगाडि सत्य बाेल्नु हुन्न नालिका किराहरुले कहाँ सुन्छन गुँहुमा सडेका नेताहरु कति छन कति,1,1,1,1,0,0,0,0,0,0,0,1
689,987bd21eab58443d,कति मीठो कुरा गर्नु भएको आमाले,2,0,0,1,0,0,0,0,0,0,0,1
690,d07f4da83151405a,सहि हो,2,0,0,0,0,0,0,0,0,0,0,1
691,10b1a397ac4444c9,कति पिडित छन हाम्राे छाेराहरु,2,1,1,1,0,1,0,0,0,0,0,0
692,6de271983b5e47e0,सत्य तथ्य,2,0,0,0,0,0,0,0,0,0,0,1
693,9f3150c813094080,सलुट आमा,2,0,1,1,0,0,0,0,0,0,0,1
694,288c140c4908447f,नेपालकाे नेता जति सबै चाेरै चाेर डाँकाहरू,1,1,1,1,0,0,0,0,0,0,0,1
695,3b15cf16d6164140,प्रचण्डेलाई छट्पटी,0,1,1,1,0,0,0,0,0,0,0,1
696,e3bf4027e34c4d1d,वाह वाह क्या चित्त बुज्दो कुरा गर्नु भयो म्याम ले,2,0,0,0,0,0,0,0,0,0,0,1
697,b6f7dc60c047491a,म्याकुरि प्रचन्ढे गगने चोर हेरेको हेरेइ ठिक पार्नु भयो हजुरले ईनिहरुलाइ,1,1,1,0,0,0,0,0,0,0,1,0
698,2ad9f35261ee48fb,अनि फुर्ती किन हाकेकी आफ्नो छोरा विदेश पठाउने अनि भुक्ने,1,1,1,1,0,0,0,0,0,0,1,0
699,d53f81f125534417,पुर्व न्यायधिश ज्यू श्रीमतिले मात्र उडाको हुन्छ रकैयौँ श्रीमतिहरु चाहि वैदेशिक रोजगारीमा पसिना बगाएर श्रीमान परिवारलाई पठाएको पैसा सबै सुरक्षित छ र,0,1,1,1,0,0,0,0,0,0,0,1
700,b47579ee5f1c47df,हेर लाजपचेका नेता कसरि हेर्छन इनिहरु ऐनामा आफ्नो अनुहार थुइक्क,2,1,1,1,0,1,0,0,0,0,1,0
701,24b9710e4dd6496f,जे होस बुडि भको बेलामा अलिकति सत्य बोल्नु भएछ बुडिमाउले,2,0,1,0,0,0,0,0,0,0,0,0
702,55adc1312bbb4e2a,सत्य बोल्नु भयो तर यो चोर सरकार प्रचण्ड ले चाहिँ एक कान बाट सुन्ने र अर्को कान बाट उडाने गरेको छ यो गढा हरु लाई थाहा छैन,2,0,0,0,0,0,0,0,0,0,0,1
703,8901cf028aa44141,वास्तविक र सत्य कुरा किन गर्नुभाकाे नेपालमा त्याे चल्दैन,2,0,1,1,0,1,0,0,0,0,1,0
704,7e0fa3ffefd04a9e,एउटा प्रधान न्यायाधीशको छोराले बिदेशमा बेल्चा चलाउछ र कति भ्रम के,1,1,1,1,0,1,0,0,0,0,1,0
705,7bd868f6061e47e1,पचास हजार त दुई हजार मा एक दुई जना मात्र कमाउछ तीस हजार भन्दा तल हो खादिमा कमाउने,0,0,1,1,0,1,0,0,0,0,0,0
706,5b589817526843c4,सत्य बाेल्नु भयाे,2,0,0,0,0,0,0,0,0,0,0,1
707,1bca190eb86a4421,सत्य सत्य नै हुन्छ बल्ल अहिले यथार्थ सत्य बाेल्नु भयाे धन्यवाद सुसिला जि,2,0,1,1,0,0,0,0,0,0,1,0
708,48b6a3bc2c56429a,प्रचन्ड reaction be like थैट बेईज्जत नै गरायो यार,1,1,1,1,0,0,0,0,0,0,1,0
709,45e69ca4fb114aee,जिन्दगी भरि देशमा जागीर खाएर देशको सर्बोच्च पदमा पुगेर रिटायर्ड भएर यस्तो गुनासो पोख्नेहरुलाई के भन्ने के सुधार गर्नुभो न्यायक्षेत्रको,0,0,1,1,0,0,0,0,0,0,1,0
710,52bec1c433674b35,सहि कुरा,2,0,0,0,0,0,0,0,0,0,0,1
711,74fede84aa324404,हराउन सबै जनता हामी मात्र बसौ भनेर त बेचेका जनता देश मात्र बेचे भन्ठान्नु भाको,2,0,1,1,0,0,0,0,0,0,0,1
712,e5455633d9694978,मन छोयो,2,0,0,0,0,0,0,0,0,0,0,1
713,9d2d92300fd644a3,छोरो पक्कै अवसर खोज्नु गयको हैन होला देशमा रोजगारि नपायपनि रोजगारिको सृजना गर्न सक्ने क्षमता त पक्कै थियो कारण के होला,1,0,1,1,0,1,0,0,0,0,0,0
714,fae5d9364fea457a,यो देश मा म एउटा मनिसखोजी राकाे छु,0,0,1,1,0,1,0,0,0,0,0,0
715,2af5323a7d844320,तर बाध्यता छ नि बिदेसीनु,0,0,1,1,0,1,0,0,0,0,0,0
716,cb40b5d06edf4c57,मन छोयो देसको लागी बोलियो छोराको आवश्यकता छ,2,0,1,1,0,1,0,0,0,0,0,0
717,02d5c9ee9dbf4fcb,प्रचण्ड कोkhatpati,1,1,1,1,0,0,0,0,0,0,0,0
718,ff1c3963db89407b,सहिकुरा गर्नुभयाे हजुर,2,0,0,0,0,0,0,0,0,0,0,1
719,e57c398d38fa4243,नमस्कार छअामा सत्य बाेलेकाेमा,2,0,0,0,0,0,0,0,0,0,0,1
720,411a5ebf4ec14ab1,तिमि न्यायाधीश हुदा कस्को के क्यसेउउ आहिले ठूला कुरा गर्छौ,0,0,1,1,0,1,0,0,0,0,0,0
721,28c5bb0f9c9a4d64,सलुट छ आमा सत्य बोल्नु भयो आमा,2,0,0,0,0,0,0,0,0,0,0,1
722,6b5ba8bb22884604,कुरा गरेर मात्र के पो हुन्छ रयसको समाधान खोज्नु आवश्यक छ,2,0,0,1,0,0,0,0,0,0,0,0
723,d0a83c0b504741af,सैकुरा आमाको,2,0,0,0,0,0,0,0,0,0,0,1
724,cf7f84646660496c,हेर्न बेसर्मी प्रचन्डे को थुतुनो थुइका लाडे,1,1,1,1,0,0,0,0,0,0,1,0
725,1a23183f8a904275,मेरो जिन्दगीकै कुरा गरिदिनु भयो म्याम,2,0,0,0,0,0,0,1,0,0,1,0
726,12504310c57747f7,प्रचण्डलाई वास्तविकता सुनेर वाक्क लागिसक्यो चर्को चर्को स्वरमा सर्वहारा र क्रान्ति को खोक्रो नारा लगाको भए यिनलाई रमाइलो लाग्थ्यो,0,0,1,1,0,1,0,0,0,0,0,0
727,6910c558c6f74a8f,सारै भन्नु भयो medam,2,0,0,0,0,0,0,0,0,0,0,1
728,6e4e9cd2e3124518,अझै पनि पुरानै दल राम्रा हुन भन्न पछि पर्दैनन् यहाँ,1,0,1,1,0,0,0,0,0,0,0,0
729,0eaee1a8d446458f,सबै बोल्दै एक अर्कालाई लालछाना ए अभ्युग लगाउने मात्र हो हर्क बालेन रबि को आश छ अब बाकिदीन,2,0,1,1,0,0,0,0,0,0,0,0
730,51c9af2fb8b7423a,सलाम छ तपाईं काे बाेलि लाई,2,0,0,0,0,0,0,0,0,0,0,1
731,1f5e334c89c54179,सहि बोल्नु आमा,2,0,0,0,0,0,0,0,0,0,0,1
732,41472525d0294b15,सत्य कुरा बोल्दा सबभन्दा बडि डाँका दलका नेतालाई असर पर्दो रहेछ हेरत अनुहार कसरी बिगारेको,2,1,1,1,0,0,0,0,0,0,1,0
733,e5320e84034c4580,बोलेको सुनिदैन तर सत्य र सहि कुरा बोल्नु हुन्छ,2,0,0,0,0,0,0,0,0,0,0,1
734,d922468a80614f07,सहिकुराहो,2,0,0,0,0,0,0,0,0,0,0,1
735,c156bd22b1414a13,हजार कमाउना पायेत हुन्थेनि हजार त कमाउना नसकिने ठाउमा पुराई दिन्छ याे चाेर दलाल मेन पाउर हरुले गाराे छ याे खारिमा,1,1,1,1,0,1,0,0,0,0,0,1
736,6c6ce4fca9a243d3,प्रदा पछाडि र सत्ता च्युत भएपछि जनताको हितमा बोल्ने नेपाली बुद्धिजीवीको चलन नै होवहाँ प्रधान्याधिस हुँदा कति मुद्दा बैदेशिक रोजगारीका फैसला गर्नुभयो,1,1,1,1,0,1,0,0,0,0,0,0
737,a606b50b76174a8c,प्रचण्ड किन छक्क परे को,0,1,1,1,0,0,0,0,0,0,0,0
738,a2fac62c74894b66,सत्य बोल्नु भयो आमा,2,0,0,0,0,0,0,0,0,0,1,1
739,136576bbf0ce4dd4,कति मन पर्ने कुरा,2,0,0,0,0,0,0,0,0,0,0,1
740,6edac0748d654f8f,इ नरपिचास देसद्रोही हत्यारा हरुको अगाडि एस्ता वाणी बेकार खेर जान्छ्न त्यो भोग्नेलाई मात्र थाहा हुन्छ इ कलियुगका राक्षसहरु लाई के थाहा,1,1,1,1,0,1,0,0,0,0,0,0
741,3b5472ddbc87431e,प्रचण्ड ज्युलाई यो सत्यकुरा पचेंन,1,0,1,1,0,0,0,0,0,0,0,0
742,66a7de131bba4fbf,याे अन्याय गर्नुभाे माननीयज्यू यी लुटेराहरूले लुटपाट गरेकाे राज्यमा डाँकाहरूकाे नियत कर्तूत खाेतलेर बेईज्जत् गर्नुचैं अलिक नुहुने थियाे,2,0,1,1,0,0,0,0,0,0,0,0
743,c8ecb03e297b42b1,एकदम सही हो हजुर,0,0,0,0,0,0,0,0,0,0,1,0
744,1517843172e84d07,यस्ता निष्टाबान विद्वान देश देशको नेतृत्व मा हुनुपर्छ,2,0,1,1,0,1,0,0,0,0,0,0
745,205cdb6e50294789,सहि कुरा,2,0,0,0,0,0,0,0,0,0,1,0
746,3d98f59456944d06,सत्य कुरा नबाेल्नु न अामा,2,0,0,0,0,0,0,0,0,0,1,0
747,56e0efe67a2e4bf7,कति सत्य कुरा बोल्नु भयाे,2,0,0,0,0,0,0,0,0,0,1,0
748,ca5cba2345864ffb,को चुनाब मा नेता को गरदन अचाना मा राखनु पर्छ,0,1,1,0,1,0,0,0,0,0,0,0
749,a0b63186c57b4234,सहि सत्य कुरो,2,0,0,0,0,0,0,0,0,0,1,0
750,cf909ffdc95441ef,किन सत्य बोल्नु भको,2,0,0,0,0,0,0,0,0,0,1,0
751,fd1db443c93b4f63,हेरत बाख्रा को हेराई,0,1,1,0,0,1,0,0,0,0,0,0
752,e9d7010b3e9a4028,सहि हो,2,0,0,0,0,0,0,0,0,0,1,0
753,8966ca752f0146a2,सब चोर हुन बोल्ने पालो आ आफ्नो मेरा देश क नेताकार्यकर्ता हरु,1,1,1,1,0,1,0,0,0,0,0,0
754,84c17a88efb54155,त्यही भयर रबि लामिछाने अमेरिका छोडेका हुन त नेपालीलाई बाल दिदैन उता,1,1,1,1,0,1,0,0,0,0,0,0
755,d041feef6a624fa0,सही भन्नु भयो आमा हजुर,2,0,0,0,0,0,0,0,0,0,1,0
756,4b996bd409ad471b,सत्य कुरो यहि हो,2,0,0,0,0,0,0,0,0,0,1,0
757,5a7778ae9e6f4bc5,ती चोरको कस्को बच्चा बिदेश मा काम गर्छ्न र,1,1,1,1,0,1,0,0,0,0,0,0
758,0fbd5a46c4c74953,नेपालको iron lady,2,1,1,1,0,1,0,0,0,0,0,0
759,6513a6862a5f4de6,शही भन्नू भयोतर तपाईको कुरा पर्चन्ड जि ले उडाए,2,0,1,1,0,0,0,0,0,0,0,0
760,87306f45ac1d4393,सहि भनु भयो हजुर,2,0,0,0,0,0,0,0,0,0,1,0
761,347bb460d52c4344,हजुर ले भोगनु भएको जस्तो कुरा गरनु भयो किन सत्य कुरा गरनु भएको ई चोर हरुलाई सुनाएर केहि फाईदा छैन ई चोर हरु लाई पहिला आगो लगाउनु परछ अनि मात्र केहि,1,1,1,1,0,1,0,0,0,0,0,0
762,6d80a4ed3311423e,आमा भनाइ सारै राम्रो छ,2,0,0,0,0,0,0,0,0,0,1,1
763,41f859889b1c4482,देशमा अवीभावक नहुनुकाे कारण,1,0,1,1,0,1,0,0,0,0,0,0
764,3245798a74184c4d,खाडिमा छैन होला नि माननियको छोरो,0,1,1,1,0,1,0,0,0,0,0,0
